scenario,i,j,attribute_i,attribute_j,pair_column,v,main_i,main_j,active
sewing_machine,1,4,max_sewing_speed,noise_level,v_1_4,0.0,0.0,28.0,False
sewing_machine,1,5,max_sewing_speed,bobbin_capacity,v_1_5,0.0,0.0,32.0,False
sewing_machine,2,3,throat_space,number_of_stitches,v_2_3,0.0,-10.0,0.0,False
sewing_machine,2,4,throat_space,noise_level,v_2_4,0.0,-10.0,28.0,False
sewing_machine,2,5,throat_space,bobbin_capacity,v_2_5,0.0,-10.0,32.0,False
sewing_machine,3,4,number_of_stitches,noise_level,v_3_4,0.0,0.0,28.0,False
sewing_machine,3,5,number_of_stitches,bobbin_capacity,v_3_5,0.0,0.0,32.0,False
sewing_machine,4,5,noise_level,bobbin_capacity,v_4_5,0.0,28.0,32.0,False
pressure_cooker,1,2,capacity,max_pressure,v_1_2,-82.0,0.0,0.0,True
pressure_cooker,1,3,capacity,heat_up_time,v_1_3,0.0,0.0,44.0,False
pressure_cooker,1,4,capacity,warranty_length,v_1_4,0.0,0.0,37.0,False
pressure_cooker,1,5,capacity,weight,v_1_5,0.0,0.0,37.0,False
pressure_cooker,2,3,max_pressure,heat_up_time,v_2_3,0.0,0.0,44.0,False
pressure_cooker,2,4,max_pressure,warranty_length,v_2_4,0.0,0.0,37.0,False
pressure_cooker,2,5,max_pressure,weight,v_2_5,0.0,0.0,37.0,False
pressure_cooker,3,4,heat_up_time,warranty_length,v_3_4,0.0,44.0,37.0,False
pressure_cooker,3,5,heat_up_time,weight,v_3_5,0.0,44.0,37.0,False
pressure_cooker,4,5,warranty_length,weight,v_4_5,0.0,37.0,37.0,False
necklace_stand,1,2,display_height,number_of_hooks,v_1_2,0.0,-3.0,-14.0,False
necklace_stand,1,3,display_height,base_stability,v_1_3,0.0,-3.0,0.0,False
necklace_stand,1,4,display_height,hook_spacing,v_1_4,0.0,-3.0,0.0,False
necklace_stand,1,5,display_height,rotation_smoothness,v_1_5,0.0,-3.0,3.0,False
necklace_stand,2,3,number_of_hooks,base_stability,v_2_3,0.0,-14.0,0.0,False
necklace_stand,2,4,number_of_hooks,hook_spacing,v_2_4,0.0,-14.0,0.0,False
necklace_stand,2,5,number_of_hooks,rotation_smoothness,v_2_5,0.0,-14.0,3.0,False
necklace_stand,3,4,base_stability,hook_spacing,v_3_4,-75.0,0.0,0.0,True
necklace_stand,3,5,base_stability,rotation_smoothness,v_3_5,0.0,0.0,3.0,False
necklace_stand,4,5,hook_spacing,rotation_smoothness,v_4_5,0.0,0.0,3.0,False
soccer_ball,1,2,water_resistance,durability,v_1_2,0.0,33.0,0.0,False
soccer_ball,1,3,water_resistance,air_retention,v_1_3,0.0,33.0,0.0,False
soccer_ball,1,4,water_resistance,shape_retention,v_1_4,0.0,33.0,30.0,False
soccer_ball,1,5,water_resistance,visibility,v_1_5,0.0,33.0,-29.0,False
soccer_ball,2,3,durability,air_retention,v_2_3,55.0,0.0,0.0,True
soccer_ball,2,4,durability,shape_retention,v_2_4,0.0,0.0,30.0,False
soccer_ball,2,5,durability,visibility,v_2_5,0.0,0.0,-29.0,False
soccer_ball,3,4,air_retention,shape_retention,v_3_4,0.0,0.0,30.0,False
soccer_ball,3,5,air_retention,visibility,v_3_5,0.0,0.0,-29.0,False
soccer_ball,4,5,shape_retention,visibility,v_4_5,0.0,30.0,-29.0,False
